"Indicator","Data Source","PUBLISH STATES","Year","WHO region","Country","Sex","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_312682","Published","2002","Europe","Ukraine","Both sexes","
0.9
","0.9","","",""
"Children aged <5 years underweight (%)","NLIS_310277","Published","1979","Europe","United Kingdom","Both sexes","
1.9
","1.9","","",""
"Children aged <5 years underweight (%)","NLIS_310473","Published","1992","Africa","United Republic of Tanzania","Both sexes","
25.1
","25.1","","",""
"Children aged <5 years underweight (%)","NLIS_310473","Published","1992","Africa","United Republic of Tanzania","Male","
27.0
","27","","",""
"Children aged <5 years underweight (%)","NLIS_310473","Published","1992","Africa","United Republic of Tanzania","Female","
23.3
","23.3","","",""
"Children aged <5 years underweight (%)","NLIS_311752","Published","1996","Africa","United Republic of Tanzania","Male","
28.4
","28.4","","",""
"Children aged <5 years underweight (%)","NLIS_311752","Published","1996","Africa","United Republic of Tanzania","Both sexes","
26.9
","26.9","","",""
"Children aged <5 years underweight (%)","NLIS_311752","Published","1996","Africa","United Republic of Tanzania","Female","
25.3
","25.3","","",""
"Children aged <5 years underweight (%)","NLIS_312182","Published","1999","Africa","United Republic of Tanzania","Male","
23.8
","23.8","","",""
"Children aged <5 years underweight (%)","NLIS_312182","Published","1999","Africa","United Republic of Tanzania","Both sexes","
25.3
","25.3","","",""
"Children aged <5 years underweight (%)","NLIS_312182","Published","1999","Africa","United Republic of Tanzania","Female","
26.8
","26.8","","",""
"Children aged <5 years underweight (%)","NLIS_312766","Published","2005","Africa","United Republic of Tanzania","Both sexes","
16.7
","16.7","","",""
"Children aged <5 years underweight (%)","NLIS_312766","Published","2005","Africa","United Republic of Tanzania","Male","
18.0
","18","","",""
"Children aged <5 years underweight (%)","NLIS_312766","Published","2005","Africa","United Republic of Tanzania","Female","
15.4
","15.4","","",""
"Children aged <5 years underweight (%)","NLIS_313076","Published","2010","Africa","United Republic of Tanzania","Both sexes","
16.2
","16.2","","",""
"Children aged <5 years underweight (%)","NLIS_313076","Published","2010","Africa","United Republic of Tanzania","Male","
17.8
","17.8","","",""
"Children aged <5 years underweight (%)","NLIS_313076","Published","2010","Africa","United Republic of Tanzania","Female","
14.6
","14.6","","",""
"Children aged <5 years underweight (%)","NLIS_310165","Published","1975","Americas","United States of America","Both sexes","
2.0
","2","","",""
"Children aged <5 years underweight (%)","NLIS_311766","Published","1994","Americas","United States of America","Female","
1.2
","1.2","","",""
"Children aged <5 years underweight (%)","NLIS_311766","Published","1994","Americas","United States of America","Male","
0.6
","0.6","","",""
"Children aged <5 years underweight (%)","NLIS_311766","Published","1994","Americas","United States of America","Both sexes","
0.9
","0.9","","",""
"Children aged <5 years underweight (%)","NLIS_312606","Published","2002","Americas","United States of America","Female","
0.7
","0.7","","",""
"Children aged <5 years underweight (%)","NLIS_312606","Published","2002","Americas","United States of America","Both sexes","
1.1
","1.1","","",""
"Children aged <5 years underweight (%)","NLIS_312606","Published","2002","Americas","United States of America","Male","
1.4
","1.4","","",""
"Children aged <5 years underweight (%)","NLIS_312859","Published","2004","Americas","United States of America","Both sexes","
1.3
","1.3","","",""
"Children aged <5 years underweight (%)","NLIS_312859","Published","2004","Americas","United States of America","Male","
1.6
","1.6","","",""
"Children aged <5 years underweight (%)","NLIS_312859","Published","2004","Americas","United States of America","Female","
0.9
","0.9","","",""
"Children aged <5 years underweight (%)","NLIS_312778","Published","2002","Americas","Uruguay","Both sexes","
5.4
","5.4","","",""
"Children aged <5 years underweight (%)","NLIS_312778","Published","2002","Americas","Uruguay","Female","
4.9
","4.9","","",""
"Children aged <5 years underweight (%)","NLIS_312778","Published","2002","Americas","Uruguay","Male","
5.9
","5.9","","",""
"Children aged <5 years underweight (%)","NLIS_312777","Published","2004","Americas","Uruguay","Both sexes","
6.0
","6","","",""
"Children aged <5 years underweight (%)","NLIS_312777","Published","2004","Americas","Uruguay","Male","
6.7
","6.7","","",""
"Children aged <5 years underweight (%)","NLIS_312777","Published","2004","Americas","Uruguay","Female","
5.3
","5.3","","",""
"Children aged <5 years underweight (%)","NLIS_311758","Published","1996","Europe","Uzbekistan","Male","
16.8
","16.8","","",""
"Children aged <5 years underweight (%)","NLIS_311758","Published","1996","Europe","Uzbekistan","Both sexes","
15.3
","15.3","","",""
"Children aged <5 years underweight (%)","NLIS_311758","Published","1996","Europe","Uzbekistan","Female","
13.7
","13.7","","",""
"Children aged <5 years underweight (%)","NLIS_312629","Published","2002","Europe","Uzbekistan","Both sexes","
7.1
","7.1","","",""
"Children aged <5 years underweight (%)","NLIS_312629","Published","2002","Europe","Uzbekistan","Male","
7.8
","7.8","","",""
"Children aged <5 years underweight (%)","NLIS_312629","Published","2002","Europe","Uzbekistan","Female","
6.2
","6.2","","",""
"Children aged <5 years underweight (%)","NLIS_312783","Published","2006","Europe","Uzbekistan","Male","
4.6
","4.6","","",""
"Children aged <5 years underweight (%)","NLIS_312783","Published","2006","Europe","Uzbekistan","Both sexes","
4.4
","4.4","","",""
"Children aged <5 years underweight (%)","NLIS_312783","Published","2006","Europe","Uzbekistan","Female","
4.3
","4.3","","",""
"Children aged <5 years underweight (%)","NLIS_310337","Published","1983","Western Pacific","Vanuatu","Both sexes","
17.3
","17.3","","",""
"Children aged <5 years underweight (%)","NLIS_312491","Published","1996","Western Pacific","Vanuatu","Both sexes","
10.6
","10.6","","",""
"Children aged <5 years underweight (%)","NLIS_313028","Published","2007","Western Pacific","Vanuatu","Male","
14.1
","14.1","","",""
"Children aged <5 years underweight (%)","NLIS_313028","Published","2007","Western Pacific","Vanuatu","Both sexes","
11.7
","11.7","","",""
"Children aged <5 years underweight (%)","NLIS_313028","Published","2007","Western Pacific","Vanuatu","Female","
9.0
","9","","",""
"Children aged <5 years underweight (%)","NLIS_310192","Published","1982","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
8.9
","8.9","","",""
"Children aged <5 years underweight (%)","NLIS_311550","Published","1987","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
3.9
","3.9","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Published","1990","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
6.7
","6.7","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Published","1991","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
5.4
","5.4","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Published","1992","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
4.5
","4.5","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Published","1993","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
4.0
","4","","",""
"Children aged <5 years underweight (%)","NLIS_311616","Published","1994","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
3.9
","3.9","","",""
"Children aged <5 years underweight (%)","NLIS_311854","Published","1995","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
4.1
","4.1","","",""
"Children aged <5 years underweight (%)","NLIS_311854","Published","1996","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
4.4
","4.4","","",""
"Children aged <5 years underweight (%)","NLIS_311854","Published","1997","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
4.5
","4.5","","",""
"Children aged <5 years underweight (%)","NLIS_312020","Published","1998","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
4.6
","4.6","","",""
"Children aged <5 years underweight (%)","NLIS_312149","Published","1999","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
4.1
","4.1","","",""
"Children aged <5 years underweight (%)","NLIS_312247","Published","2000","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
3.9
","3.9","","",""
"Children aged <5 years underweight (%)","NLIS_313024","Published","2007","Americas","Venezuela (Bolivarian Republic of)","Both sexes","
3.7
","3.7","","",""
"Children aged <5 years underweight (%)","NLIS_310336","Published","1984","Western Pacific","Viet Nam","Both sexes","
47.0
","47","","",""
"Children aged <5 years underweight (%)","NLIS_310349","Published","1989","Western Pacific","Viet Nam","Both sexes","
40.7
","40.7","","",""
"Children aged <5 years underweight (%)","NLIS_311591","Published","1993","Western Pacific","Viet Nam","Female","
35.7
","35.7","","",""
"Children aged <5 years underweight (%)","NLIS_311591","Published","1993","Western Pacific","Viet Nam","Both sexes","
36.9
","36.9","","",""
"Children aged <5 years underweight (%)","NLIS_311591","Published","1993","Western Pacific","Viet Nam","Male","
38.0
","38","","",""
"Children aged <5 years underweight (%)","NLIS_311443","Published","1994","Western Pacific","Viet Nam","Both sexes","
40.6
","40.6","","",""
"Children aged <5 years underweight (%)","NLIS_311897","Published","1998","Western Pacific","Viet Nam","Both sexes","
35.8
","35.8","","",""
"Children aged <5 years underweight (%)","NLIS_311997","Published","1999","Western Pacific","Viet Nam","Both sexes","
32.8
","32.8","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","1999","Western Pacific","Viet Nam","Female","
30.3
","30.3","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","1999","Western Pacific","Viet Nam","Male","
31.9
","31.9","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","1999","Western Pacific","Viet Nam","Both sexes","
31.1
","31.1","","",""
"Children aged <5 years underweight (%)","NLIS_312248","Published","2000","Western Pacific","Viet Nam","Both sexes","
30.1
","30.1","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2000","Western Pacific","Viet Nam","Both sexes","
29.9
","29.9","","",""
"Children aged <5 years underweight (%)","NLIS_312780","Published","2000","Western Pacific","Viet Nam","Female","
26.7
","26.7","","",""
"Children aged <5 years underweight (%)","NLIS_312780","Published","2000","Western Pacific","Viet Nam","Male","
26.6
","26.6","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2000","Western Pacific","Viet Nam","Male","
31.6
","31.6","","",""
"Children aged <5 years underweight (%)","NLIS_312780","Published","2000","Western Pacific","Viet Nam","Both sexes","
26.7
","26.7","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2000","Western Pacific","Viet Nam","Female","
27.6
","27.6","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2002","Western Pacific","Viet Nam","Female","
23.0
","23","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2002","Western Pacific","Viet Nam","Both sexes","
23.4
","23.4","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2002","Western Pacific","Viet Nam","Male","
23.9
","23.9","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2003","Western Pacific","Viet Nam","Male","
25.1
","25.1","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2003","Western Pacific","Viet Nam","Female","
24.2
","24.2","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2003","Western Pacific","Viet Nam","Both sexes","
24.6
","24.6","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2004","Western Pacific","Viet Nam","Both sexes","
23.8
","23.8","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2004","Western Pacific","Viet Nam","Female","
23.5
","23.5","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2004","Western Pacific","Viet Nam","Male","
24.1
","24.1","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2005","Western Pacific","Viet Nam","Male","
22.9
","22.9","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2005","Western Pacific","Viet Nam","Both sexes","
22.7
","22.7","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2005","Western Pacific","Viet Nam","Female","
22.6
","22.6","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2006","Western Pacific","Viet Nam","Both sexes","
22.1
","22.1","","",""
"Children aged <5 years underweight (%)","NLIS_312857","Published","2006","Western Pacific","Viet Nam","Both sexes","
20.2
","20.2","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2006","Western Pacific","Viet Nam","Female","
21.9
","21.9","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2006","Western Pacific","Viet Nam","Male","
22.2
","22.2","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2007","Western Pacific","Viet Nam","Female","
22.0
","22","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2007","Western Pacific","Viet Nam","Male","
23.2
","23.2","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2007","Western Pacific","Viet Nam","Both sexes","
22.6
","22.6","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2008","Western Pacific","Viet Nam","Male","
20.5
","20.5","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Published","2008","Western Pacific","Viet Nam","Both sexes","
20.2
","20.2","","",""
