"Indicator","Data Source","Country","Sex","Year","WHO region","Display Value","Numeric","Low","High","Comments"
"Children aged <5 years underweight (%)","NLIS_311752","United Republic of Tanzania","Male","1996","Africa","28.4","28.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312182","United Republic of Tanzania","Both sexes","1999","Africa","25.3","25.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312182","United Republic of Tanzania","Female","1999","Africa","26.8","26.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312182","United Republic of Tanzania","Male","1999","Africa","23.8","23.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312766","United Republic of Tanzania","Male","2005","Africa","18.0","18.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312766","United Republic of Tanzania","Female","2005","Africa","15.4","15.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312766","United Republic of Tanzania","Both sexes","2005","Africa","16.7","16.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313076","United Republic of Tanzania","Both sexes","2010","Africa","16.2","16.20000","","",""
"Children aged <5 years underweight (%)","NLIS_313076","United Republic of Tanzania","Female","2010","Africa","14.6","14.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313076","United Republic of Tanzania","Male","2010","Africa","17.8","17.80000","","",""
"Children aged <5 years underweight (%)","NLIS_310165","United States of America","Both sexes","1975","Americas","2.0","2.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311766","United States of America","Female","1994","Americas","1.2","1.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311766","United States of America","Male","1994","Americas","0.6","0.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311766","United States of America","Both sexes","1994","Americas","0.9","0.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312606","United States of America","Both sexes","2002","Americas","1.1","1.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312606","United States of America","Male","2002","Americas","1.4","1.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312606","United States of America","Female","2002","Americas","0.7","0.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312859","United States of America","Both sexes","2004","Americas","1.3","1.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312859","United States of America","Male","2004","Americas","1.6","1.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312859","United States of America","Female","2004","Americas","0.9","0.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312778","Uruguay","Both sexes","2002","Americas","5.4","5.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312778","Uruguay","Male","2002","Americas","5.9","5.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312778","Uruguay","Female","2002","Americas","4.9","4.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312777","Uruguay","Female","2004","Americas","5.3","5.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312777","Uruguay","Both sexes","2004","Americas","6.0","6.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312777","Uruguay","Male","2004","Americas","6.7","6.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311758","Uzbekistan","Both sexes","1996","Europe","15.3","15.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311758","Uzbekistan","Female","1996","Europe","13.7","13.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311758","Uzbekistan","Male","1996","Europe","16.8","16.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312629","Uzbekistan","Both sexes","2002","Europe","7.1","7.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312629","Uzbekistan","Male","2002","Europe","7.8","7.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312629","Uzbekistan","Female","2002","Europe","6.2","6.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312783","Uzbekistan","Female","2006","Europe","4.3","4.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312783","Uzbekistan","Male","2006","Europe","4.6","4.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312783","Uzbekistan","Both sexes","2006","Europe","4.4","4.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310337","Vanuatu","Both sexes","1983","Western Pacific","17.3","17.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312491","Vanuatu","Both sexes","1996","Western Pacific","10.6","10.60000","","",""
"Children aged <5 years underweight (%)","NLIS_313028","Vanuatu","Male","2007","Western Pacific","14.1","14.10000","","",""
"Children aged <5 years underweight (%)","NLIS_313028","Vanuatu","Both sexes","2007","Western Pacific","11.7","11.70000","","",""
"Children aged <5 years underweight (%)","NLIS_313028","Vanuatu","Female","2007","Western Pacific","9.0","9.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310192","Venezuela (Bolivarian Republic of)","Both sexes","1982","Americas","8.9","8.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311550","Venezuela (Bolivarian Republic of)","Both sexes","1987","Americas","3.9","3.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Venezuela (Bolivarian Republic of)","Both sexes","1990","Americas","6.7","6.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Venezuela (Bolivarian Republic of)","Both sexes","1991","Americas","5.4","5.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Venezuela (Bolivarian Republic of)","Both sexes","1992","Americas","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_311562","Venezuela (Bolivarian Republic of)","Both sexes","1993","Americas","4.0","4.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311616","Venezuela (Bolivarian Republic of)","Both sexes","1994","Americas","3.9","3.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311854","Venezuela (Bolivarian Republic of)","Both sexes","1995","Americas","4.1","4.10000","","",""
"Children aged <5 years underweight (%)","NLIS_311854","Venezuela (Bolivarian Republic of)","Both sexes","1996","Americas","4.4","4.40000","","",""
"Children aged <5 years underweight (%)","NLIS_311854","Venezuela (Bolivarian Republic of)","Both sexes","1997","Americas","4.5","4.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312020","Venezuela (Bolivarian Republic of)","Both sexes","1998","Americas","4.6","4.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312149","Venezuela (Bolivarian Republic of)","Both sexes","1999","Americas","4.1","4.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312247","Venezuela (Bolivarian Republic of)","Both sexes","2000","Americas","3.9","3.90000","","",""
"Children aged <5 years underweight (%)","NLIS_313024","Venezuela (Bolivarian Republic of)","Both sexes","2007","Americas","3.7","3.70000","","",""
"Children aged <5 years underweight (%)","NLIS_310336","Viet Nam","Both sexes","1984","Western Pacific","47.0","47.00000","","",""
"Children aged <5 years underweight (%)","NLIS_310349","Viet Nam","Both sexes","1989","Western Pacific","40.7","40.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311591","Viet Nam","Female","1993","Western Pacific","35.7","35.70000","","",""
"Children aged <5 years underweight (%)","NLIS_311591","Viet Nam","Both sexes","1993","Western Pacific","36.9","36.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311591","Viet Nam","Male","1993","Western Pacific","38.0","38.00000","","",""
"Children aged <5 years underweight (%)","NLIS_311443","Viet Nam","Both sexes","1994","Western Pacific","40.6","40.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311897","Viet Nam","Both sexes","1998","Western Pacific","35.8","35.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","1999","Western Pacific","31.1","31.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","1999","Western Pacific","30.3","30.30000","","",""
"Children aged <5 years underweight (%)","NLIS_311997","Viet Nam","Both sexes","1999","Western Pacific","32.8","32.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","1999","Western Pacific","31.9","31.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312780","Viet Nam","Male","2000","Western Pacific","26.6","26.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312248","Viet Nam","Both sexes","2000","Western Pacific","30.1","30.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2000","Western Pacific","31.6","31.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312780","Viet Nam","Both sexes","2000","Western Pacific","26.7","26.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2000","Western Pacific","27.6","27.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312780","Viet Nam","Female","2000","Western Pacific","26.7","26.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2000","Western Pacific","29.9","29.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2002","Western Pacific","23.9","23.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2002","Western Pacific","23.4","23.40000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2002","Western Pacific","23.0","23.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2003","Western Pacific","24.6","24.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2003","Western Pacific","25.1","25.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2003","Western Pacific","24.2","24.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2004","Western Pacific","24.1","24.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2004","Western Pacific","23.5","23.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2004","Western Pacific","23.8","23.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2005","Western Pacific","22.9","22.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2005","Western Pacific","22.7","22.70000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2005","Western Pacific","22.6","22.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312857","Viet Nam","Both sexes","2006","Western Pacific","20.2","20.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2006","Western Pacific","22.2","22.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2006","Western Pacific","21.9","21.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2006","Western Pacific","22.1","22.10000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2007","Western Pacific","22.6","22.60000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2007","Western Pacific","22.0","22.00000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2007","Western Pacific","23.2","23.20000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Female","2008","Western Pacific","19.9","19.90000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Male","2008","Western Pacific","20.5","20.50000","","",""
"Children aged <5 years underweight (%)","NLIS_312951","Viet Nam","Both sexes","2008","Western Pacific","20.2","20.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310689","Yemen","Male","1992","Eastern Mediterranean","31.2","31.20000","","",""
"Children aged <5 years underweight (%)","NLIS_310689","Yemen","Both sexes","1992","Eastern Mediterranean","29.6","29.60000","","",""
"Children aged <5 years underweight (%)","NLIS_310689","Yemen","Female","1992","Eastern Mediterranean","27.9","27.90000","","",""
"Children aged <5 years underweight (%)","NLIS_311777","Yemen","Both sexes","1996","Eastern Mediterranean","34.2","34.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311785","Yemen","Both sexes","1997","Eastern Mediterranean","47.6","47.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311785","Yemen","Male","1997","Eastern Mediterranean","49.2","49.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311785","Yemen","Female","1997","Eastern Mediterranean","45.8","45.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312891","Yemen","Male","2003","Eastern Mediterranean","44.3","44.30000","","",""
"Children aged <5 years underweight (%)","NLIS_312891","Yemen","Female","2003","Eastern Mediterranean","41.8","41.80000","","",""
"Children aged <5 years underweight (%)","NLIS_312891","Yemen","Both sexes","2003","Eastern Mediterranean","43.1","43.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310414","Zambia","Male","1992","Africa","22.4","22.40000","","",""
"Children aged <5 years underweight (%)","NLIS_310414","Zambia","Female","1992","Africa","20.1","20.10000","","",""
"Children aged <5 years underweight (%)","NLIS_310414","Zambia","Both sexes","1992","Africa","21.2","21.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311756","Zambia","Female","1997","Africa","18.2","18.20000","","",""
"Children aged <5 years underweight (%)","NLIS_311756","Zambia","Both sexes","1997","Africa","19.6","19.60000","","",""
"Children aged <5 years underweight (%)","NLIS_311756","Zambia","Male","1997","Africa","21.1","21.10000","","",""
